385958	如果你聽日唔去釣魚，我都唔去喇。	31081	If you do not go fishing tomorrow, I will not either.
385960	我個喉嚨好似比火燒噉。	35760	My throat burns.
385962	我覺得呢套戲值得一睇再睇。	60256	I think it is worthwhile to see this film twice.
385979	啲噪音愈嚟愈大聲。	45598	The noise is getting louder and louder.
385981	我個肚喺度咕咕叫。	64036	My stomach is growling.
385983	我今日唔使當值呀，不如一齊去沙灘玩吖。	242964	As I am off duty today, let's go to the beach.
385985	我喺街度撞到個舊朋友。	278391	Walking along the street, I met an old friend.
385989	佢儲咗一百蚊。	310048	She saved a hundred dollars.
385991	呢個會好緊要㗎，你唔好唔嚟呀。	55579	This is a very important meeting. You ought not to miss it.
385993	唔係好多人有嚟。	46209	There were not many present.
385995	我哋唔好喺度等喇，都係快啲返屋企啦。	61874	We had better go home rather than wait here.
385997	如果可以投胎嘅話，我想喺個有錢家庭度出世，咁就成世唔使憂喇。	30742	If I could be reborn, I would want to be the child of a rich family, then I'd be set for life.
386016	我一收到錢就即刻還錢俾你。	19520	As soon as I get paid I will pay you back.
386020	等我將我知嘅嘢話晒比你聽啦。	48354	I'll tell you all I know about it.
386023	可唔可以舉幾個例子呀？	38454	Please give us some examples.
386299	今個夏天你諗住去邊度玩呀？	69410	Where do you want to go this summer?
386569	佢一講完，班觀眾就拍爛晒手掌。	277948	The audience clapped loudly after his speech.
386571	我可唔可以食少少呀？	41802	May I eat a little of it?
386579	個責任應該由你嚟孭。	42878	It is you that are to blame for it.
386587	唔好咁擔心啦，如果唔係會甩頭髮㗎。	67682	Don't worry too much, or you'll go bald.
386706	我哋嘅結論就係，個傳言係真嘅。	23234	We've come to the conclusion that this is a true story.
386742	呢排啲女仔好興著牛仔褲。	267214	Jeans are now in fashion among girls.
386745	如果我好夜都未返，你就自己瞓先啦，唔使等我。	25328	If I should be late getting home, please don't wait up for me.
386746	佢朝頭早七點起咗身。	743104	She gets up at seven.
386754	你唔好⋯⋯唔好噉同我講嘢。	25546	You don't... you don't talk to me like that.
386770	我都好鍾意嗰個歌手把聲。	254257	I like the singer's voice, too.
386861	呢個箱裏面裝滿晒蘋果。	57520	This box is filled with apples.
386865	佢做咩無嚟到嘅？	38630	What prevented him from coming?
386867	我今朝晏咗起身。	257523	I got up late this morning.
387109	呢間屋要維修吓喇。	60145	This house must be done up.
387111	佢唔係好識揸車。	311757	She is a very poor driver.
387113	你鍾意睇就睇，鍾意聽就聽，總之唔好亂咁郁。	320088	Hear and see and be still.
387115	話唔定你啱嘅。	70706	You may be right about that.
387117	啲警察根據現場留低嘅證物搵到個賊仔。	19204	The burglar was traced by one of the things he had left on the scene.
387513	咁簡單嘅嘢三歲細路都識啦。	36606	The smallest child knows such a simple thing.
387515	幾時食飯呀？好鬼肚餓呀！	2073	When are we eating? I'm hungry!
387604	嗰度啲風景真係靚到唔知點形容。	48050	The beauty of the scene was beyond description.
387606	佢淨係識啲好表面嘅日文。	302242	He has only a superficial knowledge of Japanese.
387608	個老師話：「好喇，我哋而家開始上堂喇。大家唔該揭開你哋書嘅第一百五十六頁。」	73892	"Let's begin today's lesson by opening our books at page 156," the teacher said.
387610	淨係得佢無答到條問題。	309048	Apart from her, everybody answered the question.
387614	跟住我好快就瞓著咗喇。	48109	Soon after that, I began to fall asleep.
387616	我真係唔知笑好定喊好。	19569	I don't know whether to cry or to laugh.
387699	阿 Tom 返咗鄉下。	37152	Tom went back to his hometown.
387701	佢做埋啲咁嘅嘢，我真係頂佢唔順。	286282	I can hardly stand his behavior.
387760	你自己做過嘅嘢，就要自己負返責任。	16046	You should be responsible for your actions.
387762	成晚又落吓雨，又停吓雨。	27295	It was raining on and off all night long.
387775	呢件外套無衫袋㗎。	61150	This coat hasn't got any pockets.
387778	假設 A 同 B 之間有座好高嘅山，噉就要諗吓，條路應該跨過座山吖，穿過座山吖，定係直接兜過座山呢？	30848	If a high hill stood between A and B, it was important to decide whether the line should climb over it, pierce it with a tunnel, or make a detour to avoid it.
387832	唔好意思，你可唔可以講多次呀？	51456	I'm sorry, could you repeat that please?
387837	有個朋友喺大堂度等緊我。	262038	I have a friend waiting for me in the lobby.
387841	佢哋好快就拉埋天窗喇。	20884	It won't be long before they get married.
387963	有人喺呢張梳化度瞓過。	60929	Somebody has been sleeping on this sofa.
388133	呢把遮係咪你㗎？	55984	Is this your umbrella?
388331	佢成日𥄫實你，實係鍾意你啦。	289109	He's always looking at you. He must love you.
388336	可唔可以借幾張 CD 俾我聽吓呀？	70847	Do you think you could lend me some of your records?
388339	件事都發生咗咯，而家怪佢都無用啦。	65913	It is no use blaming him for the accident now.
388353	阿 Barbara 尋日考車考成點呀？	244432	How did Barbara do on her driver's test yesterday?
388356	吖，係啦，可唔可以俾你個地址我呀？	38059	By the way, what is your address?
388358	佢一封信都無寄過嚟。	435248	She didn't send me a single letter.
388365	呢啲古老嘅習俗都係一代一代噉傳落嚟嘅。	55227	These old customs have been handed down from generation to generation.
388370	我做唔慣粗重嘢。	253373	I am not used to hard work.
388381	唔好意思，我要走喇。	39354	I am afraid I must be going now.
388386	我忘記唔到佢。	309347	I can't forget her.
389456	佢著咩都咁靚。	67808	She looks pretty no matter what she wears.
389458	如果你有一部時光機⋯⋯	41130	Imagine that you have a time machine.
389460	如果我唔喺度嗰陣有人嚟搵我，唔該你話佢知我好快返嚟。	34615	Should anyone call on me in my absence, tell him that I will be back soon.
389462	呢部機係用咗好多時間同埋錢先至起好㗎。	48808	It took a lot of time and money to build the machine.
389464	啲屋一間一間噉著咗火。	24144	The houses caught fire one after another.
389466	兩公婆應該得閒去浸溫泉，過吓二人世界。	40517	Sometimes it's good for a married couple to go to a hot spring together—just the two of them.
389468	阿 John 最近肥咗好多。	52607	John has put on a lot of weight recently.
389470	嗰度都唔係人住嘅。	50965	You'll find it impossible to live there.
389472	瑞士啲人講咩話㗎？	52451	What language do they speak in Switzerland?
389474	隨便坐啦，當自己屋企得喇。	38559	Please make yourself comfortable.
389476	呢排啲天氣愈嚟愈涼爽喇。	40294	It is getting cooler and cooler.
389478	隨便攞件蛋糕啦。	36838	Take whatever cake you want.
389505	京都同奈良兩座城都有好耐歷史。	280749	Nara is as old as Kyoto.
389515	我已經決定咗喇。	1785	I made my decision.
389517	我哋俾成班蜜蜂攻擊。	22666	We were attacked by swarms of bees.
389520	個天好黑，但係我哋都搵到路返屋企。	28463	Dark as it was, we managed to find our way home.
389522	我諗就快落雨喇。	26904	I think it's going to rain.
389530	啲政客好識賺錢。	271388	Politicians are good at raising money.
389556	阿 Tom 一開電視就跳咗 fuse。	37421	No sooner had Tom turned on the TV than the fuse blew.
389882	佢尋日做咩唔嚟嘅？	36329	What prevented her from coming yesterday?
389884	你想用呢支筆，我就借俾你啦。	60544	If you want this pen, I will lend it to you.
389886	我好後悔以前無好好咁對佢。	46424	I wish I had treated the girl more kindly.
389895	我哋已經準備好應付千年蟲。	23542	We're thoroughly prepared for the Y2K bug.
389912	嗰場仗死咗好多人。	45737	As a result of the war, many people died.
389933	佢有三個仔，全部都做咗音樂家。	284869	He has three sons, who became musicians.
389947	佢寫文章寫得好主觀。	287478	His writing is very subjective.
389949	麵包係用麵粉同水做嘅，有時仲會加埋發酵粉。	34926	Bread is made from flour, water, and often yeast.
389951	巴士司機有責任保護乘客嘅安全。	35355	A bus driver is responsible for the safety of the passengers.
389953	宇宙裏面係無空氣嘅。	27030	There is no air in space.
389955	阿 Susan 煮嘢食好叻㗎。	52389	Susan is a good cook.
389957	我突然間醒起個銀包漏咗喺屋企。	244287	It occurred to me that I had left my purse at home.
389978	我喺個花園度種咗啲玫瑰花。	259568	I planted roses in the garden.
389981	你唔應該喺背後講人壞話。	27096	You shouldn't talk about people behind their backs.
390353	佢買得起嗰架車。	290972	He is rich enough to buy that car.
390373	阿 Jim 好努力做嘢，但係人工就唔係好高。	53294	Though Jim works very hard, his job does not pay very much.
390389	我隻錶唔知擺咗去邊。	326611	I can't find my watch.
390394	我病咗，所以無返到學。	318440	Illness prevented me from coming to school.
390410	過咗咁多年，唔知佢仲認唔認得我呢？	387389	I wonder if she'll recognize me after all these years.
390932	佢後生嗰陣好勤力做嘢。	265734	In his younger days he worked very hard.
390954	我阿爸喺中學度教英文。	319127	My father teaches English at a high school.
390977	呢個問題等下次開會先傾。	43662	The matter will be brought up at the next meeting.
390990	個細路一見到阿媽就喊咗出嚟。	47521	No sooner had the child seen his mother than he burst into tears.
391016	我仲未學識揸車。	259181	I still haven't learned to drive a car.
391037	佢日日朝頭早都會去沖涼。	317084	She has a bath every morning.
391462	聽講啲鯨魚以前係喺陸地上面生活㗎。	63039	Whales are said to have lived on land long ago.
391469	月球表面冇空氣，所以冇風，亦都冇聲音。	18262	Without air there can be no wind or sound on the moon.
391586	我將啲行李擺咗喺個車尾箱入面。	253945	I put my suitcase in the trunk.
391589	佢唔識揸車㗎。	299034	He does not know how to drive a car.
391591	啲雪啱啱喺個天度落落嚟，成座山都變咗做白色，真係好靚。	269319	The fresh snow looks beautiful on the hill.
391593	我諗住下個禮拜去歐洲。	325086	I'm planning to leave for Europe next week.
391595	英國人叫貨車做「lorry」。	66619	In Britain a truck is referred to as a lorry.
391608	佢好有錢，但係就生活得唔係好開心。	313310	Rich as she is, she is not happy.
392323	嗰個人好識擦老細鞋㗎。	67965	That man knows how to get on the president's good side.
392325	呢度游水好危險㗎。	61917	It is dangerous to swim here.
392327	你星期二得唔得閒呀？	23779	Are you free on Tuesday?
392329	我搵條絲帶喺個頭度紮咗個馬尾。	282715	I used a ribbon to tie my hair into a ponytail.
392332	日頭唔好講人。	28533	Speak of the devil and he is sure to appear.
392922	你今朝有無食早餐呀？	242153	Did you have breakfast this morning?
392927	個個都好專心噉聽緊。	32188	Everyone was listening very carefully.
392940	你唔介意我哋早啲走嗰呵？	248365	Do you mind our leaving a little earlier?
392944	佢會係一個好老公。	241918	He'll be a good husband.
392950	有人叫我嚟，我先嚟咋。	246453	It's because I was asked to come that I'm here.
392965	佢出盡力噉嗌話：「呢場仗，我哋唔可以輸！」	327930	He shouted at the top of his voice, "This is a battle we cannot lose."
392982	佢食早餐之前去咗公園放狗。	1339278	She took her dog to the park before breakfast.
392988	佢唔係好識煮飯。	310921	She can't cook well.
393204	佢條呔同佢套西裝好襯。	285390	His tie corresponds well with his suit.
393206	我都唔知點答佢好。	260642	I didn't know how to answer his question.
393208	佢捉實我隻手。	314344	She held on to my hand tightly.
393212	我哋今日唔使返學。	247944	We have no school today.
393215	我做完功課，想瞓陣覺，但係又要返學⋯⋯	60027	Now that I have finished this assignment I want to go to sleep, but I have to go to school.
393218	間房裏面啲傢俬全部都用到殘晒。	319549	All the furniture in the room was all worn out.
393366	我仲係單身。	36300	I'm still single.
393368	你尋日有無打電話俾佢？	244648	Did you call him up yesterday?
393378	我覺得睇電視好嘥時間。	255128	I think of watching TV as a waste of time.
393381	加拿大大過日本。	63631	Canada is larger than Japan.
393385	佢返工嗰陣出咗意外，受咗傷。	297089	He got hurt in the accident at work.
393387	希望你阿爸阿媽會俾我哋結婚啦。	70899	I hope that your parents will allow us to marry.
393389	佢賺咁多錢，根本都用唔晒。	297091	He earns more money than he can spend.
393392	佢喺道門前面行嚟行去，唔知入去好定唔入去好。	301524	He walked back and forth in front of the door, hesitating to enter.
393394	我同佢已經無晒感情喇。	283285	I don't like him any more than he likes me.
393396	呢條呔幾多錢呀？	60733	How much is this tie?
393400	呢個問題擺埋一邊先。	43651	That problem has been shelved for the time being.
393664	佢係成座城最有錢嗰個。	301607	He is richer than anyone else in the town.
393685	個委員會係由科學家同工程師組成嘅。	49656	The committee consists of scientists and engineers.
393707	你係做錯咗，但係都唔可以怪你嘅。	27214	On the one hand, you are wrong, but on the other hand, I can't blame you for that.
394094	我哋都係唔好再見面喇。	31637	It would be better for both of us not to see each other anymore.
394096	呢度附近有無郵政局？	61362	Is there a post office around here?
394247	唔該你八點叫我起身吖。	72312	Get me up at eight.
394251	我唔可以借呢本書俾你。	71144	I cannot lend this book to you.
394255	佢好快就會嚟㗎喇。	394248	He will come soon.
394913	唔該你較細聲啲吖。	25380	Turn down the volume, please.
394929	我有好多嘢想做，但係就係無時間做。	30194	I simply haven't the time to do everything I want to do.
395071	佢仲細，唔應該自己一個人去。	280565	He is too young to go there alone.
395074	唔好喺個草地度行。	265294	Don't trample on the grass.
395170	無咗空氣同水，人類就生存唔到。	18245	Both air and water are indispensable for life.
395172	佢好怕熱。	314970	She is sensitive to the heat.
395185	我講緊嘢嗰陣唔該你唔好加把口埋嚟。	247142	Please don't interrupt me while I'm talking.
395191	我阿爸唔係日日都行路返工㗎。	318966	My father does not always walk to work.
395195	好多經濟學家都唔知道呢樣嘢。	274822	Many economists are ignorant of that fact.
395197	我興奮到講唔到嘢。	256944	I held my breath in excitement.
395205	我哋聽朝好早出發。	249420	We are leaving early tomorrow morning.
395207	佢行到邊度，佢隻狗就跟到邊度。	285994	His dog follows him wherever he goes.
395213	將啲肉切到一片片好薄噉。	281021	Cut the meat into thin slices.
395650	個餐牌有好多唔同種類嘅菜色。	31789	There was a great variety of dishes on the menu.
395652	更加正嘅係間屋仲有一個好靚嘅花園。	53994	What is still better is that the house has a beautiful garden.
395668	佢有可能係俾人謀殺嘅。	45320	There's a possibility that the man was murdered.
395672	佢間房除咗張枱，就咩都無喇。	287450	There was nothing but a desk in his room.
395682	問題係佢到底嚟定係唔嚟。	323910	The point is whether she will come or not.
395684	可唔可以較細聲啲部收音機呀？	51432	Would you mind turning down the radio?
395801	佢食早餐之前去咗散步。	315839	She took a walk before breakfast.
395901	我上機之前打咗電話俾個仔，叫佢去機場接我。	395829	I phoned my son before boarding the plane, telling him to come to the airport to pick me up.
395907	我摺咗隻紙飛機。	263359	I made a paper plane.
395922	佢喊咗成晚。	395913	She wept all the night.
395931	開 party 啲嘢就全部等你嚟搞喇。	35659	I will leave everything about the party up to you.
396382	唔好唔開心啦。	317756	Don't be sad.
396393	佢超速駕駛，俾差佬拉咗。	48465	The policeman arrested him for speeding.
396397	我哋尋日唔喺屋企。	396391	We weren't at home yesterday.
396402	你決定好未呀？	31392	Have you arrived at a decision yet?
397002	阿 John 喺個台度唱咗啲咩歌呀？	52704	What did John sing on the stage?
397004	我而家點做好呢？	264178	What am I to do next?
397008	佢出盡力噉拉，但係舊石仲係郁都唔郁。	304766	He pulled with all his strength, but the rock would not move.
397021	隻手污糟嗰陣千祈唔好捽眼。	25715	Never rub your eyes with dirty hands.
397023	呢把遮唔係我㗎，係人哋㗎。	55619	This isn't my umbrella; it's somebody else's.
397025	你都係快啲去瞓啦，如果唔係啲感冒就會愈嚟愈勁㗎啦。	52147	You had better go to bed right away, or your cold will get worse.
397063	可唔可以唱首披頭四嘅歌俾我聽呀？	34865	Will you sing me a Beatles' song?
397070	邊本書係你㗎？	37928	Which book is yours?
397082	過咗三日我先知原來佢失咗蹤。	72645	It was not until three days after that I knew she had disappeared.
397086	嗰部機發到好多電。	48811	The machine generates a lot of electricity.
397093	生嘅魚好易變壞。	271739	Raw fish easily goes bad.
397098	唔知佢放假嗰陣可唔可以借部結他俾我呢？	295201	I wonder if he can lend me his guitar during the vacation.
397158	佢篇英文作文無咩錯處。	285571	Errors are few, if any, in his English composition.
397161	佢唔係癌症死㗎。	289603	He did not die of cancer.
397167	咩話？而家先十一點咋？仲有成粒鐘先食飯喎。	65361	What? It's only eleven? We still have an hour to go before lunch.
397169	睇吓個用戶名同密碼有無填錯。	2214	Check that your username and password are written correctly.
397179	我對佢一見鐘情。	27195	She attracted me at first sight.
397179	我對佢一見鐘情。	321737	I took to her the moment I met her.
400070	我開心到彈咗起身。	20687	I jumped for joy.
400072	不如一齊去睇戲吖。	27701	Would you like to go see a movie with me?
400084	湯姆係呢隊棒球隊嘅隊長。	37291	Tom is the captain of this baseball team.
400168	我哋畢業嗰陣送咗個坐枱鐘俾佢嚟多謝佢。	274534	On leaving school, we presented him with a table clock as a token of our thanks.
400172	我三點到係噉意食咗啲嘢。	252552	I had a bite at around 3 o'clock.
400175	死咗老婆嘅人叫做鰥夫。	244106	A man whose wife is dead is called a widower.
400177	嗰啲錢收埋咗喺地板下面。	18584	The money was hidden beneath the floorboards.
400275	我哋成日都攞英國同日本嚟比。	248384	We often compare Japan with Britain.
400368	西班牙人最鍾意夜晚出街散吓步、唞吓涼。	51799	Spaniards love to stroll around in the evening cool.
400377	任你揀。	37983	You may choose whichever you like.
400382	嗰位醫生係兒童疾病嘅專家。	49630	The doctor is a great authority on children's diseases.
400406	我想問吓點打電話去日本呀？	281614	How can I make a telephone call to Japan?
400419	嗰座大厦天台啲景好靚㗎，想唔想去睇吓呀？	68633	There's a great view from the rooftop of that building. Want to go see?
400422	你用咩方法都好，結果都係一樣。	36577	However you do it, the result will be the same.
400437	我聽日去圖書館溫書。	1874	Tomorrow, I'm going to study at the library.
400441	愛因斯坦係一個數學天才。	71910	Einstein was a mathematical genius.
400451	我口渴到死。	35763	I'm dying of thirst.
400469	佢無做錯。	294300	He did nothing wrong.
400472	我去過北海道。	28375	I've been to Hokkaido before.
400474	用英文寫情信好難寫得好。	400383	It isn't easy to write a love letter in English.
400476	「啲字母冚辦爛左右掉轉晒嘅！」「梗係唔係啦，呢啲係俄文嚟㗎，俄文啲字母就係咁寫㗎喇。」	400375	"Those letters are all the wrong way around!" "No, it's supposed to be like that, it's Russian."
400478	超速駕駛好危險㗎。	51826	Driving too fast is dangerous.
400612	我哋做完嘢就返咗屋企。	245304	The work over, we went home.
400614	社會唔係進步緊，而係退步緊。	265351	Social conditions are going backward rather than forward.
400616	個總統忍唔住笑咗出嚟。	275905	The president laughed in spite of himself.
400618	阿 Paul 舊年賺咗好多錢。	33650	Paul made a lot of money last year.
400620	呢本書我係買俾自己㗎，唔係買俾老婆㗎。	258248	I bought this book for myself, not for my wife.
400621	呢首詩原本係用法文寫嘅。	59042	This poem was originally written in French.
400645	嗰位作家用過嘅傢俬全部擺晒喺呢間博物館度。	47793	The writer's furniture is all shown in this museum.
400650	佢喺街市賣魚賣咗好多年囉，咁多年嚟每逢星期二都會喺街市度見到佢。	400426	For years he has been at the market every Tuesday morning with his fish stall.
400652	你一定要幫吓佢。	68987	It is necessary for you to help her.
400813	我就快走喇。	40133	I'm about to leave.
401619	佢一落車，就聽到有人叫佢個名。	35257	While getting off the bus, she heard her name called.
401658	架巴士仲未嚟。	35310	The bus hasn't come yet.
401669	話俾我聽點解你要噉做。	41605	Give me a reason for doing such a thing.
401675	我讀中學嗰陣時有寫日記㗎。	241265	I used to keep a diary when I was at high school.
401687	佢喺街度見到我都當我冇到。	401677	She ignored me even when she met me on the street.
401693	呢封信係俾你㗎。	18067	Here is a letter for you.
401702	佢扮聽唔到老細同佢講嘢。	401695	He pretended not to hear his boss.
401721	個醫生雖然已經盡晒力，但係個病人都係冇幾耐就死咗。	28026	All the doctor's efforts were in vain and the man soon died.
401733	佢間書房有幾百本書。	286693	There are hundreds of books in his study.
401744	佢個名我記得好清楚。	401730	I remember that man's name very well.
401842	佢只不過係有啲小聰明。	304614	Although he may be clever, he is not wise.
401862	我哋噉對佢，好似唔係幾好。	30793	It would be unfair if we treated him so badly.
401866	「邊個呀？」「我呀。」	73835	"Who is it?" "It's me."
402130	一提到愛因斯坦，我哋就會諗起相對論。	71918	We associate the name of Einstein with the theory of relativity.
402144	你仲有冇嘢問呀？	53974	Do you have any further questions?
402164	我要去睇吓牙醫喇。	263606	I've got to see a dentist.
402197	你幾時返嚟呀？	24604	When will you be back?
402221	佢講得出就做得到。	399688	He keeps his word.
402229	我日日都去森林度散步。	261845	I walk in the forest every day.
402232	我買咗兩枝牛奶。	19458	I bought two bottles of milk.
402240	我諗極都諗唔起佢叫咩名。	27587	I'm trying hard, but can't think of her name.
402253	你啲英文學成點呀？	26306	How are you getting along with your English study?
402272	我開門嗰陣將個門柄擰甩咗。	39001	I tried to open the door, and the doorknob came off.
402279	洛杉磯係我想去嘅其中一個地方。	29371	Los Angeles is one of the places that I'd like to visit.
402291	大家唔該望吓黑板。	22126	Look at the blackboard, everyone.
402300	我會同我老豆傾吓呢件事㗎喇。	48347	I'll talk the matter over with my father.
402311	呢度附近有無加油站㗎？	57202	Is there a gas station around here?
402330	啲人成日話無乜嘢重要得過時間。	263990	It is often said that nothing is more precious than time.
402337	發生咩事都好，我點都唔會出賣我班朋友。	36790	I will never sell my friend down the river for anything in the world.
402467	以前啲人以為淨係得人類先識用語言溝通。	270473	People used to think that only humans could use language.
402489	我阿爺農場啲火雞成日喺度嘈生晒，真係想佢哋快啲俾人食咗去。	402474	The turkeys in my grandfather's farm are very noisy, I can't wait for them to get eaten.
402496	十二月係一年嘅最後一個月。	266506	December is the last month of the year.
402500	我已經三日無瞓過喇，真係攰到死呀！	1832	I can't take it anymore! I haven't slept for three days!
402504	對我嚟講無咩分別。	42845	It's the same to me.
402509	呢本字典雖然好貴，但係都係值得買嘅。	58843	This dictionary is very expensive, but is worth buying.
402511	聽講話你病咗喎。	54334	I hear you have been sick.
402829	啲風聲有啲恐怖，聽落好似鬼叫噉。	402805	The wind sounds scary, like screaming ghosts.
402832	我好鍾意食西瓜。	402802	I like to eat watermelon.
402835	我嗰個年代啲學生好多都唔讀書，但係考試就唔會唔合格。	402801	In our time, there were many students who passed the graduation exam without studying.
402838	我哋成日將人生比做一場旅程。	270570	Life is often compared to a journey.
402841	班學生每人有一萬五千歐羅嘅獎學金，用嚟俾回程機票錢同埋其他平時使費。	398984	The students receive a 15,000 euro scholarship for their return trip and daily expenses.
402878	早晨。	329713	Good morning!
402885	雖然我淨係喺網上睇咗幾篇新聞，但係都大概知道咗成件事嘅來龍去脈。	402843	I'm only reading the scraps on news on the Internet, but, well, I get the general picture.
402887	「&」呢個符號係「同埋」噉解。	74007	The sign '&' stands for 'and'.
402892	有個男人開門走咗出嚟。	516998	The door opened and a man came out.
402895	我淨係知咁多嘅唧。	54918	Beyond this I know nothing.
402903	雖然啲猩猩唔識開口講嘢，但係佢哋可以用其他方法同人類溝通。	56366	Gorillas cannot use their lips and tongues to speak, but they can communicate with people in other ways.
402906	呢條問題啲答案全部錯晒。	56734	All the answers to this question were wrong.
402938	你最好即刻返屋企。	69899	You'd better return home at once.
402940	我為咗搭頭班火車，晨咁早就起咗身。	27239	I got up early in order to catch the first train.
402942	呢兩日我冇時間洗碗，而家個廚房已經堆滿晒啲碗碗碟碟。	61396	I haven't had time to do the dishes for two days; they are in a pile in the kitchen sink.
402944	我嗰陣喺度睇緊電視。	254432	I was watching TV then.
402957	而家係十點踏正。	73434	It's ten o'clock sharp.
402959	愛迪生發明咗電燈膽。	37449	Thomas Edison invented the light bulb.
402962	佢好醒目，但係就唔係好幫到手。	36228	He may be clever, but he is not very helpful.
402965	我唔識呢個字。	57974	I don't understand this word.
402968	我真係好想去巴黎睇吓。	35041	I'm dying to see Paris.
402970	呢條村啲嘢平過我哋條村好多。	58008	The things in this village are cheaper than those in ours.
402972	佢出盡晒力都開唔到嗰道門。	36758	No matter how he tried, he could not open the door.
402975	你做咩咁夜先嚟探我哋呀？	38766	How come you call on us so late at night?
402980	呢部機好易用。	59803	This machine is easy to handle.
402985	你有冇睇晒成本書呀？	43847	Did you read the whole book?
402988	我唔鍾意佢呢種人。	402982	I don't like men like him.
402990	我放完暑假即刻就要考試喇。	24314	I'll have exams right after the summer holidays.
402996	聽講佢老豆去咗外國喎。	402992	I hear that his father is in another country.
